payload,reference_text,candidate_text,bleu_score
"GET / servlets / org / front / board / action / board?, nd = - 6450') OR 8405 = 8405 AND ('PsBK'='PsBK & listcount = 10 & curpage = 1 & orderby = & direction = & board = notice & board _ seq = 8669 & b _ cate = & b _ search = HTTP / 1. 1 \ r \ nCache - Control : no - cache \ r \ nUser - Agent : Mozilla / 5. 0 ( Macintosh ; U ; PPC Mac OS X ; sv - se ) AppleWebKit / 312. 5. 2 ( KHTML, like Gecko ) Safari / 312. 3. 3 \ r \ nReferer : http : / / koreatta. sports. or. kr : 80 / servlets / org / front / board / action / board \ r \ nHost : koreatta. sports. or. kr \ r \ nCookie : JSESSIONID = 687E670FA15545C67CAC389EA80390E0 \ r \ nAccept : * / * \ r \ nAccept - Encoding : gzip, deflate \ r \ nConnection : close",Label : 1 Attack Syntax : nd = - 6450') OR 8405 = 8405 AND ('PsBK'='PsBK Attack Type : SQL Injection,Label : 1 Attack Syntax : OR = = = ' OR = ' = ' Attack Attack Type : SQL SQL,0.3453064989552128
"GET / oceangrid / cmm / proxyRun. do? call = wms & LAYERS = geotwo _ postgis : og _ stat _ ps _ so & CQL _ FILTER = obs _ year > = 2017 AND obs _ year < = 2020 AND obs _ type ='S'& SERVICE = WMS & REQUEST = GetMap & FORMAT = image / png & VERSION = 1. 3. 0 & EXCEPTIONS = text / xml & TRANSPARENT = TRUE & STYLES = & CRS = EPSG : 900913 & BBOX = 14104002. 70083, 4426405. 335015, 14113041. 379424, 4450979. 8396052 & WIDTH = 473 & HEIGHT = 1286 HTTP / 1. 1 Host : www. khoa. go. kr Connection : keep - alive User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 102. 0. 5005. 108 Whale / 3. 15. 136. 18 Safari / 537. 36 Accept : image / avif, image / webp, image / apng, image / svg + xml, image / *, * / * ; q = 0. 8 Referer : http : / / www. khoa. go. kr / oceangrid / gis / category / observe / observeSearch. do? type = TIDALCURRENT Accept - Encoding : gzip, deflate Accept - Language : ko - KR, ko ; q = 0. 9, en - US ; q = 0. 8, en ; q = 0. 7 Cookie : JSESSIONID = CvZf3omywJbExIA8E2Oblg8Oq5ruDqYYTUc2OuBmJR84fZR0721tjG38nTArhyg1. UEtIT0Evb2NlYW5ncmlkMTE = ; PCID = e8d2a9dc - 4e79 - c12b - 3a20 - 10c073e1a598 - 1621483621812 ; SCOUTER = z4f6d87c16dmeg ; WMONID = D0Hst2Wf9Xf",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"http : / / - ip - : - port - / dvwa / instructions. php / dvwa / instructions. php? doc = 1 - 5508') ) / * * / OR / * * / ( SELECT / * * / ( CASE / * * / WHEN / * * / ( 3165 = 8668 ) / * * / THEN / * * / NULL / * * / ELSE / * * / CAST ( ( CHR ( 121 ) | | CHR ( 105 ) | | CHR ( 83 ) | | CHR ( 75 ) ) / * * / AS / * * / NUMERIC ) / * * / END ) ) / * * / IS / * * / NULL / * * / AND / * * / ( ('QdNO'='QdNO PHPSESSID = jlpd56fppfes3q8njmedlrscgq ; security = impossible,",Label : 1 Attack Syntax : http : / / - ip - : - port - / dvwa / instructions. php / dvwa / instructions. php? doc = 1 - 5508') ) / * * / OR / * * / ( SELECT / * * / ( CASE / * * / WHEN / * * / ( 3165 = 8668 ) / * * / THEN / * * / NULL / * * / ELSE / * * / CAST ( ( CHR ( 121 ) | | CHR ( 105 ) | | CHR ( 83 ) | | CHR ( 75 ) ) / * * / AS / * * / NUMERIC ) / * * / END ) ) / * * / IS / * * / NULL / * * / AND / * * / ( ('QdNO'='QdNO Attack Type : SQL Injection,Label : 1 Attack Syntax : http : / / - ip - : - port - / dvwa / instructions . php / dvwa / instructions . php ? doc = 1 - - ' ) ) / * * / OR / * * / ( SELECT / * * / ( CASE / * * / WHEN / * * / ( 5094 = 3129 ) / * * / THEN / * * / NULL / * * / ELSE / * * / CAST ( ( CHR ( 119 ) | | CHR ( 69 ) | | CHR ( 84 ) | | CHR ( 70 ) ) / * * / AS / * * / NUMERIC ) / * * / END ) ) / * * / IS / * * / NULL / * * / AND / * * / ( ( ' ' ' = ' = Attack Type : SQL SQL,0.7675223189642424
POST / board /? category = < / script > < scrIpt > alert ( 1 ) ; < / scRipt > < script > & goods _ seq = & id = goods _ qna & iframe = & page = & perpage = & popup = & search _ text = ZAP HTTP / 1. 1 Host : www. mall. shop User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ; rv : 92. 0 ) Gecko / 20100101 Firefox / 92. 0 Pragma : no - cache Cache - Control : no - cache Content - Type : application / x - www - form - urlencoded Referer : http : / / www. mall. shop / board /? category & goods _ seq & id = goods _ qna & iframe & page & perpage & popup & search _ text = ZAP Content - Length : 56 Cookie : shopReferer = ; today _ view = a : 14 : { i : 0 ; i : 39 ; i : 1 ; i : 53 ; i : 2 ; i : 41 ; i : 3 ; i : 43 ; i : 4 ; i : 56 ; i : 5 ; i : 48 ; i : 6 ; i : 79 ; i : 7 ; i : 77 ; i : 8 ; i : 75 ; i : 9 ; i : 67 ; i : 10 ; i : 54 ; i : 11 ; i : 51 ; i : 12 ; i : 70 ; i : 13 ; i : 55 ; } ; marketplace = direct modetype = & seq = & cmtseq = & cmtparentseq = & cmtreplyidx = & pw = ZAP,Label : 1 Attack Syntax : < script > alert ( 1 ) < / script > Attack Type : Cross - Site Scripting ( XSS ),Label : 1 Attack Syntax : < script > > ( 1 ) < < script / > < : scRipt > > > Attack Type Cross - -,0.43590119264056437
"GET / media / mediaView. do? c _ ctgry _ id =.. /.. /.. / WEB - INF / web. xml? & c _ se _ id = & collection _ se = CS03 & ctgry _ dep = 1 & ctgry _ id = 598419 & digital = & digital _ all = & itm _ id = 597827 & page = 1 & real = & real _ all = & rowNum = 12 & s _ ctgry _ id = & ss _ ctgry _ id = HTTP / 1. 1 \ nReferer : http : / / archive. acc. go. kr / \ nCookie : JSESSIONID = hyx0Js8BbEoMzhRawtXT1rjTjZH5cBV0XwzIoqrnKi5RdUvUJqbXQLt3QWMmX1Oy. amV1c19kb21haW4vYXJjaGl2ZV9zZXJ2ZXI = \ nAccept : text / html, application / xhtml + xml, application / xml ; q = 0. 9, * / * ; q = 0. 8 \ nUser - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 73. 0. 3683. 103 Safari / 537. 36 \ nX - Akamai - CONFIG - LOG - DETAIL : true \ nTE : chunked ; q = 1. 0 \ nConnection : TE \ nAccept - Encoding : gzip \ nAkamai - Origin - Hop : 1 \ nVia : 1. 1 akamai. net ( ghost ) ( AkamaiGHost ) \ nX - Forwarded - For : 155. 159. 255. 233 \ nTrue - Client - IP : 155. 159. 255. 233 \ nHost : archive. acc. go. kr \ nPragma : no - cache \ nCache - Control : no - cache, max - age = 0 \ nConnection : keep - alive",Label : 1 Attack Syntax :.. /.. /.. / WEB - INF / web. xml? Attack Type : Path Traversal,Label : 1 Attack Syntax : . . / . . / . . / WEB - INF / web . xml Attack Type : Path Traversal,0.38975749519739833
POST / SpamResolverNG / SpamResolverNG. dll? DoNewRequest HTTP / 1. 1 Host : webres3. t. ctmail. com User - Agent : Mozilla / 4. 0 ( compatible ; Win32 ; Commtouch Http Client ( curl ) ) Accept : * / * Content - Length : 16 Content - Type : application / x - www - form - urlencoded... eC! l. J,Label : 1 Attack Syntax :... eC! l. J Attack Type : Remote Code Execution ( RCE ),Label : 1 Attack Syntax : . . . eC . k . Attack Attack Type : Web,0.2689054715066593
"GET / InsightTrk / tracker. do? pfno = 1157 & uuid = 0b297a047306c093230fa9a5b95caed0 _ 34482 & sid = 5de9ff008f826156e329a9a5b95caed0 _ 34482 & guuid = 0b297a047306c093230fa9a5b95caed0 _ 34482 & expired = 1617636322 & dr = http : / / www. kocis. go. kr / eng / main. do & XDR = & dt = Korean Culture and Information Service & du = http : / / www. kocis. go. kr / eng / openGreetings. do & js = Y & sr = 1920x1080 & scd = 24 & je = N & tz = 8 & tye = 2021 & tmo = 4 & tda = 5 & tho = 22 & tmi = 55 & tse = 22 & lng = zh - TW & os = Win32 & cpu = & vr = 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 89. 0. 4389. 90 Safari / 537. 36 & ck = Y & brsz = 1920x881 & isnw = N HTTP / 1. 1 \ r \ nHost : logger. kcisa. kr \ r \ nConnection : keep - alive \ r \ nUser - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 89. 0. 4389. 90 Safari / 537. 36 \ r \ nAccept : image / avif, image / webp, image / apng, image / svg + xml, image / *, * / * ; q = 0. 8 \ r \ nReferer : http : / / www. kocis. go. kr / \ r \ nAccept - Encoding : gzip, deflate \ r \ nAccept - Language : zh - TW, zh ; q = 0. 9, en - US ; q = 0. 8, en ; q = 0. 7",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"GET / tenant / amp / entityid / AA1cjZy5. img? w = 300 & h = 156 & q = 90 & m = 6 & f = jpg & x = 283 & y = 117 & u = t HTTP / 1. 1 Host : img - s - msn - com. akamaized. net Connection : keep - alive sec - ch - ua : "" Not. A / Brand "" ; v = "" 8 "", "" Chromium "" ; v = "" 114 "", "" Microsoft Edge "" ; v = "" 114 "" sec - ch - ua - mobile :? 0 User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 114. 0. 0. 0 Safari / 537. 36 Edg / 114. 0. 1823. 41 sec - ch - ua - platform : "" Windows "" Accept : image / webp, image / apng, image / svg + xml, image / *, * / * ; q = 0. 8 Sec - Fetch - Site : cross - site Sec - Fetch - Mode : no - cors Sec - Fetch - Dest : image Referer : https : / / www. msn. com / Accept - Encoding : gzip, deflate, br Accept - Language : ko, en ; q = 0. 9, en - US ; q = 0. 8",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"GET / servlets / org / front / board / action / board?, nd = CONTENT "" ) AS asCr WHERE 1786 = 1786 OR NOT 6781 = 6781 # & listcount = 10 & curpage = 1 & orderby = & direction = & board = notice & board _ seq = 8669 & b _ cate = & b _ search = HTTP / 1. 1 \ r \ nCache - Control : no - cache \ r \ nUser - Agent : Mozilla / 5. 0 ( Macintosh ; U ; PPC Mac OS X ; sv - se ) AppleWebKit / 312. 5. 2 ( KHTML, like Gecko ) Safari / 312. 3. 3 \ r \ nReferer : http : / / koreatta. sports. or. kr : 80 / servlets / org / front / board / action / board \ r \ nHost : koreatta. sports. or. kr \ r \ nCookie : JSESSIONID = 687E670FA15545C67CAC389EA80390E0 \ r \ nAccept : * / * \ r \ nAccept - Encoding : gzip, deflate \ r \ nConnection : close","Label : 1 Attack Syntax :?, nd = CONTENT "" ) AS asCr WHERE 1786 = 1786 OR NOT 6781 = 6781 # Attack Type : SQL Injection","Label : 1 Attack Syntax : nd = CONTENT CONTENT "" ) = WHERE = = = = = = Attack Attack : : Injection Injection",0.22629872963599407
"< / option > < option value = "" https : / / www. kopico. go. kr / main / main. do "" > < / option > < option value = "" http : / / www. kisa. or. kr "" > < / option > < option value = "" https : / / privacy. kisa. or. kr / main. do "" > < / option > < option value = "" https : / / intra. privacy. go. kr / uat / uia / egovLoginUsr. do "" > < / option > < option value = "" https : / / link. privacy. go. kr / nadac / index. do "" > < / option > < option value = "" https : / / kidc. eprivacy. go. kr "" > < / option >.... < option value = "" http : / / www. boho. or. kr / main. do "" > ( ) < / option > < option value = "" http : / / www. spamcop. or. kr "" > < / option > < option value = "" http : / / www. rootca. or. kr "" > < / option > < option value = "" https : / / ecrm. police. go. kr "" > ( ECRM ) < / option > < option value = "" https : / / www. ncsc. go. kr : 4018 "" > < / option > < option value = "" http : / / www. ecmc. or. kr "" > ICT < / option > < / select > < a href = "" javascript : void ( 0 ) "" > < / a > < / div > < ul class = "" oneFooterLayout _ logoList "" > < li > < a href = "" /",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
"POST / api / 7605 / envelope /? sentry _ key = 58d2336efa7f4805a4cca4d10845fe41 & sentry _ version = 7 HTTP / 1. 1 Host : aem - ingest. onkakao. net Connection : keep - alive Content - Length : 138 sec - ch - ua : "" Not. A / Brand "" ; v = "" 8 "", "" Chromium "" ; v = "" 114 "", "" Google Chrome "" ; v = "" 114 "" sec - ch - ua - platform : "" Windows "" sec - ch - ua - mobile :? 0 User - Agent : Mozilla / 5. 0 ( Windows NT 10. 0 ; Win64 ; x64 ) AppleWebKit / 537. 36 ( KHTML, like Gecko ) Chrome / 114. 0. 0. 0 Safari / 537. 36 Content - Type : text / plain ; charset = UTF - 8 Accept : * / * Origin : https : / / www. daum. net Sec - Fetch - Site : cross - site Sec - Fetch - Mode : no - cors Sec - Fetch - Dest : empty Referer : https : / / www. daum. net / Accept - Encoding : gzip, deflate, br Accept - Language : ko - KR, ko ; q = 0. 9, en - US ; q = 0. 8, en ; q = 0. 7, ja ; q = 0. 6 { } { "" type "" : "" client _ report "" } { "" timestamp "" : 1686298361. 594, "" discarded _ events "" : [ { "" reason "" : "" network _ error "", "" category "" : "" session "", "" quantity "" : 1 } ] }",Label : 0 Attack Syntax : nan Attack Type : nan,Label : 0 Attack Syntax : nan Attack Type : nan,1.0
